S.No,College Code,College Name,Category
438,5912,"Pandian Saraswathi Yadav Engineering College, Thirumansolai Post, Sivagangai District 630
561",Self Financing Engineering Colleges
439,5913,"R V S College of Engineering, N Paraipatti Post, Dindigul District 624005",Self Financing Engineering Colleges
440,5914,"Solamalai College of Engineering, Veerapanjan, Madurai District 625020",Self Financing Engineering Colleges
441,5915,"SACS-M A V M M Engineering College, Kidaripatty Post, Madurai District 625301",Self Financing Engineering Colleges
442,5919,"St. Michael College of Engineering and Technology, Kalayarkoil, Sivagangai District 630551",Self Financing Engineering Colleges
443,5921,"Syed Ammal Engineering College, Achuthan Vayal Post, Ramanathapuram District 623502",Self Financing Engineering Colleges
444,5924,"Ganapathy Chettiar College of Engineering and Technology, Melakavanur Post, Paramakudi,
Ramanathapuram District 623706",Self Financing Engineering Colleges
445,5930,"SBM College of Engineering and Technology, Thamaraipady, T N Paraipatti Pirivu, Dindigul
District 624005",Self Financing Engineering Colleges
446,5935,"Fatima Michael College of Engineering and Technology, Sengottai Village, Sivagangai Main
Road, Madurai District 625020",Self Financing Engineering Colleges
447,5942,"Ultra College of Engineering and Technology, Kodikulam, 1 Bit Village, Madurai-Chennai
Highway, Madurai District 625104",Self Financing Engineering Colleges
448,5986,"Velammal College of Engineering and Technology, Madurai District 625009",Self Financing Engineering Colleges
449,5988,"Theni Kammavar Sangam College of Technology, Theni Main Road, Koduvillarpatti Post,
Theni District 625534",Self Financing Engineering Colleges
450,5990,"Latha Mathavan Engineering College, Kidaripatti Post, Alagarkoil (Via), Melur Taluk,
Madurai District 625301",Self Financing Engineering Colleges
451,1203,Madras Engineering College,Self Financing Engineering Colleges
452,1339,"Mahalakshmi Tech Campus No.1, Bharathiar Street Prashanthi Nagar, Chromepet ,Chennai
60004",Self Financing Engineering Colleges
453,2777,Hindusthan College Of Engineering,Self Financing Engineering Colleges
454,3477,"Sri Vignesh college of Engineering and Technology -Trichy - Chennai Trunk Road, (Near No.1
Tollgate), Koothur, Trichy -621216",Self Financing Engineering Colleges
455,5545,G.T.N. College Of Technology,Self Financing Engineering Colleges
